@relation 'Bank-weka.filters.unsupervised.attribute.Remove-R2-5,7-16'

@attribute idade numeric
@attribute balanco numeric
@attribute deposito {yes,no}

@data
42,4,yes
47,603,yes
36,0,yes
57,830,yes
36,962,yes
53,185,yes
56,-9,yes
33,891,yes
59,148,yes
47,1374,yes
42,-556,yes
38,1612,yes
40,0,yes
41,-109,yes
43,580,yes
24,4500,yes
40,-192,yes
40,-438,yes
34,-701,yes
36,1400,yes
38,5293,yes
39,785,yes
25,373,yes
39,763,yes
41,1236,yes
36,-811,yes
34,7279,yes
34,479,yes
38,199,yes
40,1808,yes
31,2,yes
37,-106,yes
58,670,yes
48,-361,yes
35,159,yes
34,151,yes
51,518,yes
39,5073,yes
39,607,yes
36,-308,yes
47,367,yes
35,855,yes
33,1240,yes
47,663,yes
38,895,yes
46,804,yes
42,-407,yes
47,802,yes
37,912,yes
31,355,yes
46,3,yes
36,0,yes
40,1836,yes
39,1425,yes
45,963,yes
59,145,yes
34,634,yes
40,87,yes
50,-522,yes
36,319,yes
35,0,yes
36,478,yes
35,-276,yes
47,4227,yes
47,2785,yes
38,1401,yes
33,0,yes
38,1852,yes
39,462,yes
43,800,yes
33,221,yes
34,1089,yes
28,451,yes
34,496,yes
42,1080,yes
33,1064,yes
39,297,yes
32,3,yes
34,76,yes
32,398,yes
48,83,yes
31,879,yes
33,210,yes
48,-276,yes
33,863,yes
30,228,yes
35,1396,yes
51,-19,yes
38,2253,yes
39,0,yes
27,265,yes
50,-54,yes
34,3821,yes
38,0,yes
29,-7,yes
40,830,yes
32,0,yes
38,4406,yes
36,437,yes
28,54,yes
49,-454,yes
26,1006,yes
44,2999,yes
49,85,yes
31,17924,yes
55,8180,yes
32,2431,yes
35,341,yes
35,4963,yes
31,8781,yes
28,-504,yes
39,1738,yes
48,214,yes
32,684,yes
41,580,yes
34,273,yes
32,811,yes
34,0,yes
36,1354,yes
29,-254,yes
54,-449,yes
29,7863,yes
35,336,yes
36,1049,yes
37,6089,yes
37,-42,yes
31,953,yes
33,315,yes
59,5845,yes
30,378,yes
53,765,yes
26,5795,yes
30,315,yes
35,916,yes
34,124,yes
33,207,yes
59,422,yes
36,125,yes
34,2,yes
39,7066,yes
42,146,yes
60,496,yes
56,-40,yes
30,140,yes
26,77,yes
35,22,yes
22,-51,yes
26,26,yes
28,154,yes
35,534,yes
35,1265,yes
55,-466,yes
32,38,yes
28,703,yes
31,685,yes
23,780,yes
26,-67,yes
46,1085,yes
34,29,yes
60,560,yes
28,22,yes
29,6567,yes
39,2139,yes
54,582,yes
34,194,yes
27,353,yes
28,341,yes
39,-172,yes
60,-639,yes
26,864,yes
32,134,yes
40,50,yes
25,507,yes
48,480,yes
37,-22,yes
39,878,yes
40,2574,yes
31,2734,yes
42,241,yes
51,129,yes
28,41,yes
32,3387,yes
36,148,yes
36,249,yes
38,5774,yes
36,0,yes
40,1841,yes
37,2120,yes
51,297,yes
34,89,yes
56,827,yes
35,205,yes
34,3743,yes
39,117,yes
29,-493,yes
33,62,yes
40,2040,yes
22,344,yes
32,230,yes
33,1277,yes
29,104,yes
29,706,yes
24,174,yes
31,239,yes
27,513,yes
32,7290,yes
30,5909,yes
27,-195,yes
55,3917,yes
28,352,yes
29,615,yes
55,0,yes
25,217,yes
36,1015,yes
27,409,yes
25,1119,yes
32,12198,yes
33,235,yes
38,170,yes
45,-357,yes
30,2145,yes
32,-454,yes
26,-887,yes
25,292,yes
33,139,yes
32,2684,yes
34,-1,yes
29,1387,yes
28,-522,yes
38,-242,yes
35,719,yes
28,0,yes
29,497,yes
20,76,yes
45,397,yes
37,3723,yes
32,1625,yes
59,106,yes
37,1543,yes
59,2239,yes
27,1977,yes
39,0,yes
43,2145,yes
39,116,yes
26,620,yes
39,307,yes
43,7702,yes
27,3733,yes
32,3993,yes
29,428,yes
42,5310,yes
53,2509,yes
36,255,yes
27,616,yes
43,733,yes
60,439,yes
29,590,yes
26,567,yes
26,689,yes
28,386,yes
28,0,yes
28,957,yes
40,312,yes
24,167,yes
56,13094,yes
34,5086,yes
28,707,yes
37,466,yes
32,152,yes
43,1612,yes
36,911,yes
35,27,yes
29,6,yes
27,253,yes
32,705,yes
33,109,yes
24,23878,yes
58,3399,yes
43,79,yes
26,243,yes
31,138,yes
25,1317,yes
58,2714,yes
48,17964,yes
60,846,yes
25,326,yes
26,100,yes
25,304,yes
26,39,yes
32,312,yes
25,906,yes
21,524,yes
41,1081,yes
30,983,yes
47,2232,yes
37,1967,yes
34,1406,yes
28,157,yes
24,0,yes
26,2509,yes
35,1368,yes
54,3076,yes
44,7818,yes
56,4118,yes
25,760,yes
25,277,yes
50,253,yes
55,602,yes
57,473,yes
48,1167,yes
25,343,yes
49,1808,yes
25,1199,yes
38,70,yes
45,1723,yes
33,1323,yes
45,2552,yes
26,2613,yes
49,0,yes
25,938,yes
53,284,yes
43,1059,yes
49,1684,yes
54,534,yes
47,293,yes
34,262,yes
54,0,yes
43,2367,yes
23,31,yes
48,3842,yes
30,3343,yes
38,804,yes
34,1011,yes
52,-528,yes
27,1840,yes
40,1451,yes
47,2351,yes
26,1623,yes
37,597,yes
34,611,yes
26,313,yes
44,1954,yes
29,307,yes
40,7968,yes
43,2160,yes
52,1005,yes
38,1988,yes
33,1117,yes
50,3370,yes
53,109,yes
42,1376,yes
49,523,yes
27,15161,yes
32,653,yes
31,64,yes
29,1165,yes
49,7019,yes
46,1568,yes
57,3109,yes
28,4987,yes
37,189,yes
38,2467,yes
49,5887,yes
35,1354,yes
29,23,yes
52,0,yes
34,978,yes
60,294,yes
32,409,yes
27,261,yes
55,27624,yes
29,3846,yes
42,2913,yes
33,2240,yes
29,5,yes
39,150,yes
31,882,yes
60,366,yes
25,1189,yes
45,204,yes
29,637,yes
55,2383,yes
26,1231,yes
30,3340,yes
54,200,yes
39,48,yes
26,2786,yes
57,5313,yes
39,201,yes
25,389,yes
43,3917,yes
32,889,yes
43,481,yes
50,810,yes
35,52,yes
37,108,yes
42,684,yes
27,2071,yes
27,339,yes
29,572,yes
29,1779,yes
26,132,yes
39,22086,yes
41,0,yes
29,205,yes
33,317,yes
32,4945,yes
30,419,yes
38,1130,yes
55,1662,yes
25,1871,yes
38,1190,yes
35,563,yes
31,6,yes
25,594,yes
31,617,yes
27,538,yes
34,303,yes
40,985,yes
27,897,yes
28,171,yes
28,1633,yes
35,1085,yes
58,1980,yes
44,1933,yes
57,1841,yes
25,42,yes
21,794,yes
49,905,yes
54,8295,yes
59,0,yes
28,874,yes
37,4321,yes
30,0,yes
35,745,yes
31,924,yes
41,216,yes
30,1159,yes
28,3290,yes
31,582,yes
53,380,yes
22,682,yes
36,92,yes
33,66,yes
31,252,yes
49,6574,yes
51,2094,yes
34,294,yes
35,1177,yes
32,8866,yes
36,3407,yes
31,5205,yes
25,3630,yes
25,12,yes
60,544,yes
40,10346,yes
50,1612,yes
32,718,yes
60,3547,yes
32,914,yes
52,1306,yes
59,259,yes
56,-1206,yes
47,372,yes
43,3518,yes
25,505,yes
31,1776,yes
27,20585,yes
26,1595,yes
37,1000,yes
27,138,yes
49,561,yes
26,170,yes
28,502,yes
33,379,yes
31,14533,yes
32,689,yes
30,2567,yes
34,443,yes
58,2074,yes
34,2374,yes
26,1347,yes
49,7443,yes
57,10583,yes
83,425,yes
61,997,yes
64,5966,yes
37,2061,yes
68,0,yes
71,2887,yes
54,1464,yes
37,1315,yes
22,466,yes
44,2383,yes
37,1649,yes
72,132,yes
69,482,yes
41,203,yes
44,88,yes
32,2881,yes
79,668,yes
33,73,yes
45,1309,yes
40,2763,yes
42,2959,yes
30,930,yes
28,12956,yes
58,0,yes
39,19,yes
31,625,yes
45,5511,yes
56,1137,yes
46,1329,yes
56,1044,yes
27,302,yes
30,330,yes
26,2857,yes
35,68,yes
52,1524,yes
54,1633,yes
41,0,yes
24,507,yes
28,643,yes
62,2785,yes
52,137,yes
23,870,yes
82,8603,yes
63,18016,yes
32,51,yes
31,1032,yes
37,981,yes
40,431,yes
66,203,yes
37,3737,yes
38,7005,yes
27,111,yes
58,565,yes
49,889,yes
31,202,yes
31,307,yes
38,0,yes
79,429,yes
71,4388,yes
52,2557,yes
55,3122,yes
46,922,yes
28,3796,yes
22,185,yes
49,151,yes
20,829,yes
19,103,yes
34,79,yes
73,1609,yes
27,2489,yes
59,989,yes
25,58,yes
44,323,yes
28,5474,yes
25,219,yes
28,1240,yes
52,1228,yes
57,1660,yes
49,914,yes
33,1699,yes
47,1167,yes
68,19317,yes
40,1646,yes
46,242,yes
29,382,yes
55,2383,yes
30,2666,yes
49,1718,yes
48,1147,yes
21,216,yes
45,153,yes
43,1791,yes
47,86,yes
27,6791,yes
20,292,yes
37,1291,yes
61,175,yes
57,0,yes
40,0,yes
53,0,yes
65,4717,yes
67,701,yes
66,3,yes
67,405,yes
57,168,yes
38,4297,yes
56,10532,yes
46,4693,yes
69,9064,yes
32,6983,yes
72,2,yes
41,1536,yes
72,1612,yes
33,1211,yes
37,96,yes
34,0,yes
44,1534,yes
42,3403,yes
58,687,yes
34,7050,yes
55,538,yes
71,2600,yes
23,0,yes
60,1034,yes
18,108,yes
54,10185,yes
59,3444,yes
32,1815,yes
61,52587,yes
31,10884,yes
42,201,yes
42,190,yes
42,94,yes
70,1311,yes
57,589,yes
60,1853,yes
53,4401,yes
48,201,yes
30,533,yes
39,3840,yes
42,994,yes
26,96,yes
46,1600,yes
40,100,yes
39,260,yes
58,1013,yes
42,413,yes
31,181,yes
21,123,yes
35,353,yes
50,2794,yes
36,3850,yes
75,2970,yes
20,6991,yes
57,2223,yes
41,27696,yes
59,116,yes
36,2987,yes
18,608,yes
34,48,yes
55,113,yes
33,498,yes
43,2643,yes
34,1337,yes
35,618,yes
43,451,yes
74,0,yes
45,11,yes
38,1165,yes
32,2465,yes
29,41,yes
31,35,yes
50,3169,yes
44,14,yes
23,431,yes
56,616,yes
76,3324,yes
28,113,yes
34,13014,yes
56,9367,yes
45,2067,yes
36,376,yes
57,842,yes
49,1235,yes
49,1,yes
37,1276,yes
46,44,yes
26,255,yes
47,926,yes
36,1506,yes
37,444,yes
62,557,yes
26,535,yes
45,2671,yes
63,896,yes
25,528,yes
60,209,yes
44,226,yes
33,1974,yes
39,942,yes
46,336,yes
42,-306,yes
56,4623,yes
82,276,yes
77,0,yes
36,1189,yes
35,431,yes
50,2218,yes
62,1495,yes
26,828,yes
55,12972,yes
22,948,yes
30,48,yes
34,0,yes
31,537,yes
55,1938,yes
49,9131,yes
67,443,yes
43,132,yes
25,3411,yes
59,1,yes
44,10905,yes
42,976,yes
29,2531,yes
32,1270,yes
30,5359,yes
38,10596,yes
22,691,yes
25,347,yes
34,9962,yes
27,11862,yes
35,1756,yes
45,4068,yes
42,5310,yes
20,215,yes
60,106,yes
47,0,yes
25,469,yes
65,2326,yes
50,3370,yes
22,144,yes
43,733,yes
53,-309,yes
71,5584,yes
28,61,yes
59,1047,yes
29,265,yes
51,117,yes
48,5473,yes
37,106,yes
37,127,yes
64,380,yes
69,0,yes
36,255,yes
43,2145,yes
63,91,yes
70,1853,yes
60,11262,yes
86,0,yes
72,1129,yes
60,108,yes
43,1696,yes
57,854,yes
28,223,yes
36,40,yes
66,2048,yes
33,3689,yes
36,539,yes
29,590,yes
62,780,yes
34,1464,yes
29,1311,yes
30,7,yes
32,636,yes
39,24277,yes
55,1872,yes
36,490,yes
27,118,yes
45,4119,yes
55,1504,yes
52,2087,yes
49,5689,yes
30,201,yes
39,119,yes
48,17964,yes
36,1113,yes
27,1596,yes
51,2635,yes
48,568,yes
70,2626,yes
63,4752,yes
34,528,yes
46,2552,yes
31,3343,yes
32,995,yes
40,7968,yes
30,0,yes
55,2587,yes
57,6468,yes
59,4744,yes
26,1231,yes
73,3443,yes
30,2568,yes
64,1644,yes
36,1354,yes
55,602,yes
63,1795,yes
52,0,yes
34,268,yes
36,52,yes
31,924,yes
47,3033,yes
50,6574,yes
70,0,yes
18,108,yes
33,409,yes
24,726,yes
25,1871,yes
26,1094,yes
32,2915,yes
25,480,yes
58,1227,yes
42,1205,yes
30,161,yes
76,802,yes
79,723,yes
70,6538,yes
30,147,yes
60,0,yes
51,1416,yes
71,14220,yes
31,12569,yes
32,555,yes
34,158,yes
28,261,yes
45,786,yes
53,27,yes
38,0,yes
56,2815,yes
42,3082,yes
47,1233,yes
73,739,yes
46,640,yes
73,1843,yes
28,322,yes
46,7331,yes
74,1765,yes
71,1236,yes
41,6046,yes
73,934,yes
47,1013,yes
49,596,yes
40,4775,yes
57,3109,yes
50,388,yes
34,262,yes
56,654,yes
32,1855,yes
50,810,yes
54,1664,yes
26,362,yes
40,1293,yes
29,874,yes
52,10943,yes
38,4539,yes
46,2817,yes
26,1646,yes
25,808,yes
70,44,yes
83,425,yes
43,2367,yes
45,10252,yes
37,1000,yes
71,4380,yes
27,20585,yes
47,2601,yes
42,238,yes
77,0,yes
61,3371,yes
57,10583,yes
34,16,yes
40,1451,yes
84,0,yes
26,132,yes
37,189,yes
47,288,yes
37,1027,yes
28,6784,yes
54,1464,yes
54,8295,yes
61,2917,yes
30,158,yes
60,1588,yes
44,282,yes
33,5437,yes
25,1185,yes
54,895,yes
24,1857,yes
36,4596,yes
58,565,yes
33,1781,yes
27,3415,yes
60,12039,yes
56,12,yes
25,139,yes
21,2488,yes
73,7111,yes
67,361,yes
51,2109,yes
48,1093,yes
35,2646,yes
61,6,yes
35,670,yes
36,592,yes
83,1965,yes
50,313,yes
66,40,yes
58,4198,yes
30,536,yes
54,1311,yes
26,766,yes
43,2557,yes
40,79,yes
57,1318,yes
75,3771,yes
77,0,yes
31,6138,yes
22,129,yes
50,469,yes
27,893,yes
73,519,yes
37,4017,yes
44,643,yes
40,2338,yes
61,0,yes
61,6481,yes
47,820,yes
47,1784,yes
76,1411,yes
30,7529,yes
39,206,yes
72,1388,yes
77,1807,yes
36,480,yes
65,571,yes
54,3994,yes
46,1693,yes
28,80,yes
61,267,yes
53,2581,yes
27,1134,yes
55,309,yes
33,6807,yes
87,6746,yes
57,375,yes
33,658,yes
51,371,yes
76,2693,yes
19,329,yes
33,79,yes
55,0,yes
31,6281,yes
92,775,yes
30,411,yes
68,2144,yes
41,431,yes
29,123,yes
27,3792,yes
78,4807,yes
82,8603,yes
29,2178,yes
76,2991,yes
38,4174,yes
60,10925,yes
33,2411,yes
43,14646,yes
61,86,yes
43,11115,yes
57,6900,yes
33,5878,yes
77,1780,yes
35,183,yes
59,3648,yes
76,4112,yes
73,542,yes
81,243,yes
41,942,yes
57,254,yes
28,0,yes
38,0,yes
52,992,yes
22,23,yes
53,732,yes
60,4629,yes
56,0,yes
38,70,yes
44,5063,yes
69,4572,yes
36,129,yes
75,4984,yes
65,1004,yes
64,4787,yes
30,914,yes
57,2326,yes
31,81,yes
36,203,yes
64,3951,yes
54,240,yes
26,338,yes
51,0,yes
72,0,yes
30,944,yes
60,5,yes
30,697,yes
66,1948,yes
50,3654,yes
47,551,yes
80,997,yes
61,477,yes
47,3663,yes
30,853,yes
21,8278,yes
62,7458,yes
26,44,yes
36,1193,yes
87,230,yes
61,8729,yes
70,2384,yes
60,3401,yes
41,881,yes
22,1522,yes
60,4243,yes
54,473,yes
35,5462,yes
59,4412,yes
29,10332,yes
48,0,yes
37,238,yes
36,62,yes
52,2398,yes
67,704,yes
36,506,yes
64,2352,yes
29,938,yes
27,1720,yes
76,1492,yes
34,1778,yes
54,0,yes
67,942,yes
24,556,yes
53,10541,yes
33,1536,yes
24,235,yes
32,935,yes
60,10861,yes
64,2331,yes
35,1228,yes
24,125,yes
42,2816,yes
40,0,yes
33,22867,yes
71,1311,yes
52,94,yes
47,0,yes
49,3371,yes
26,943,yes
40,9366,yes
32,6746,yes
33,1076,yes
35,0,yes
53,1624,yes
20,801,yes
44,1070,yes
21,123,yes
36,3623,yes
31,533,yes
42,994,yes
33,386,yes
29,1026,yes
30,2424,yes
32,1331,yes
54,2206,yes
82,0,yes
47,4693,yes
48,1230,yes
77,3417,yes
38,1767,yes
27,5291,yes
43,3403,yes
33,133,yes
27,4745,yes
76,3324,yes
81,5220,yes
71,2600,yes
39,260,yes
18,608,yes
58,462,yes
44,14,yes
67,1146,yes
31,181,yes
61,3114,yes
36,376,yes
56,9367,yes
24,382,yes
33,920,yes
34,129,yes
58,169,yes
64,679,yes
27,535,yes
63,3115,yes
23,1234,yes
37,197,yes
43,3186,yes
35,3160,yes
33,195,yes
75,6027,yes
40,764,yes
52,583,yes
55,0,yes
71,5715,yes
78,1204,yes
35,4922,yes
52,234,yes
31,9421,yes
31,4198,yes
38,3576,yes
28,1925,yes
72,1129,yes
29,265,yes
46,38,yes
53,1982,yes
58,3399,yes
22,691,yes
28,330,yes
31,318,yes
26,644,yes
60,4,yes
29,1165,yes
36,4708,yes
68,2820,yes
48,1147,yes
53,980,yes
39,2983,yes
28,339,yes
72,1940,yes
29,1445,yes
26,294,yes
49,5887,yes
43,11891,yes
28,78,yes
44,733,yes
73,5028,yes
39,481,yes
29,314,yes
31,684,yes
30,1681,yes
50,10250,yes
42,254,yes
37,0,yes
49,307,yes
59,957,yes
80,155,yes
86,614,yes
69,426,yes
79,8304,yes
36,4721,yes
49,395,yes
69,3588,yes
66,2540,yes
32,883,yes
47,4402,yes
58,256,yes
64,43,yes
72,3856,yes
79,3025,yes
30,2326,yes
36,925,yes
53,1961,yes
34,2037,yes
29,459,yes
29,572,yes
81,452,yes
57,5313,yes
72,1533,yes
34,1337,yes
57,2986,yes
66,1230,yes
27,538,yes
50,5108,yes
75,1341,yes
50,320,yes
32,131,yes
59,2074,yes
68,1443,yes
31,3338,yes
64,661,yes
30,7105,yes
60,3735,yes
35,538,yes
72,4657,yes
30,5,yes
52,230,yes
33,1808,yes
84,81204,yes
43,3518,yes
39,25,yes
25,2551,yes
38,11303,yes
44,2724,yes
20,755,yes
32,718,yes
23,870,yes
35,978,yes
61,544,yes
46,461,yes
70,2795,yes
25,139,yes
57,1044,yes
55,1633,yes
33,6513,yes
73,1388,yes
34,15,yes
31,2544,yes
25,2007,yes
30,2166,yes
28,4579,yes
21,2488,yes
87,2190,yes
22,254,yes
28,1579,yes
31,330,yes
60,938,yes
41,5372,yes
24,3176,yes
54,496,yes
35,0,yes
70,482,yes
62,180,yes
59,4198,yes
48,817,yes
45,5021,yes
36,991,yes
33,133,yes
32,366,yes
60,979,yes
39,2939,yes
37,4803,yes
85,1255,yes
79,8556,yes
64,588,yes
42,994,yes
47,820,yes
66,203,yes
61,86,yes
27,2855,yes
63,474,yes
36,203,yes
38,7005,yes
92,775,yes
77,4112,yes
30,255,yes
81,243,yes
42,942,yes
48,1180,yes
52,992,yes
38,70,yes
61,4629,yes
20,829,yes
39,0,yes
44,2776,yes
73,279,yes
36,129,yes
48,157,yes
52,659,yes
30,2493,yes
36,3949,yes
80,997,yes
33,1699,yes
56,1181,yes
54,0,yes
34,0,yes
66,1948,yes
52,306,yes
60,18967,yes
28,261,yes
56,694,yes
36,202,yes
45,4831,yes
60,264,yes
33,278,yes
77,7802,yes
66,3629,yes
45,547,yes
30,4468,yes
56,1989,yes
64,2645,yes
30,4060,yes
33,303,yes
72,2600,yes
44,1818,yes
37,728,yes
52,955,yes
37,265,yes
34,123,yes
78,4807,yes
45,205,yes
68,2812,yes
53,6571,yes
39,2758,yes
55,2037,yes
32,0,yes
76,2223,yes
35,1085,yes
55,602,yes
41,1646,yes
35,415,yes
80,2354,yes
38,318,yes
48,1730,yes
25,448,yes
36,994,yes
29,19,yes
58,1625,yes
46,1144,yes
23,897,yes
67,704,yes
30,1996,yes
22,216,yes
45,1206,yes
40,1855,yes
35,62,yes
33,1536,yes
60,824,yes
24,235,yes
18,108,yes
65,2331,yes
27,390,yes
35,-32,yes
39,172,yes
53,10541,yes
23,480,yes
34,2374,yes
36,479,yes
52,94,yes
36,417,yes
61,2557,yes
58,589,yes
48,201,yes
34,2885,yes
58,2155,yes
39,902,yes
44,1791,yes
54,2206,yes
27,5291,yes
77,638,yes
30,4448,yes
61,5267,yes
76,3324,yes
28,61,yes
35,0,yes
59,116,yes
42,413,yes
35,353,yes
71,1712,yes
60,523,yes
34,1454,yes
57,9367,yes
75,291,yes
64,846,yes
36,341,yes
29,113,yes
34,13014,yes
26,632,yes
41,27696,yes
47,3715,yes
52,4675,yes
32,3271,yes
21,123,yes
54,10185,yes
29,1026,yes
32,905,yes
38,775,yes
48,926,yes
46,349,yes
32,484,yes
49,1830,yes
37,2987,yes
37,197,yes
23,431,yes
58,169,yes
45,226,yes
30,2424,yes
23,1234,yes
34,271,yes
27,-69,yes
28,1562,yes
61,52587,yes
27,535,yes
34,2159,yes
52,195,yes
28,154,yes
35,681,yes
66,2326,yes
52,961,yes
26,2532,yes
38,455,yes
59,2013,yes
47,1568,yes
22,1215,yes
82,121,yes
60,1,yes
53,597,yes
39,763,yes
27,326,yes
35,1380,yes
80,0,yes
47,368,yes
72,438,yes
45,483,yes
37,7620,yes
29,805,yes
40,0,yes
32,302,yes
20,215,yes
48,5473,yes
60,106,yes
70,2346,yes
78,3219,yes
52,2227,yes
61,6610,yes
27,195,yes
63,973,yes
59,7766,yes
22,948,yes
66,2149,yes
74,1413,yes
52,117,yes
71,0,yes
33,71,yes
56,1938,yes
30,5359,yes
73,519,yes
28,-46,yes
27,1075,yes
38,91,yes
28,598,yes
37,1027,yes
47,235,yes
60,2,yes
42,4945,yes
27,311,yes
25,154,yes
90,712,yes
29,7585,yes
29,2489,yes
63,2896,yes
32,354,yes
32,2667,yes
42,144,yes
26,760,yes
73,1050,yes
26,5296,yes
60,12980,yes
25,509,yes
64,1644,yes
68,451,yes
39,53,yes
40,334,yes
37,6771,yes
36,52,yes
33,2240,yes
83,4761,yes
31,1570,yes
64,588,yes
59,957,yes
33,224,yes
35,2161,yes
69,426,yes
31,147,yes
73,508,yes
35,294,yes
28,1825,yes
34,158,yes
33,0,yes
36,4721,yes
44,282,yes
19,108,yes
28,187,yes
51,3764,yes
52,1416,yes
61,2801,yes
39,494,yes
37,1978,yes
80,155,yes
61,4608,yes
72,951,yes
36,495,yes
74,1843,yes
35,262,yes
82,0,yes
71,3561,yes
38,465,yes
38,76,yes
53,1796,yes
29,874,yes
64,2140,yes
35,295,yes
35,304,yes
46,624,yes
25,303,yes
46,273,yes
59,3342,yes
35,1227,yes
22,283,yes
31,3384,yes
43,2367,yes
35,5958,yes
60,3735,yes
54,2693,yes
29,655,yes
30,1681,yes
28,866,yes
43,774,yes
37,2678,yes
62,3371,yes
57,10583,yes
33,4176,yes
47,334,yes
39,393,yes
30,916,yes
28,832,yes
57,3287,yes
23,488,yes
56,1947,yes
44,558,yes
80,235,yes
47,288,yes
27,6036,yes
26,3,yes
50,0,yes
84,81204,yes
86,5236,yes
46,2466,yes
45,1348,yes
60,7929,yes
47,70,yes
53,459,yes
54,2102,yes
19,394,yes
24,4126,yes
39,224,yes
53,9001,yes
29,560,yes
30,102,yes
32,1088,yes
33,562,yes
33,718,yes
57,230,yes
27,-67,yes
55,3848,yes
36,579,yes
26,1646,yes
31,1229,yes
25,129,yes
49,197,yes
30,3779,yes
32,2016,yes
36,436,yes
38,413,yes
45,116,yes
36,62,yes
23,107,yes
38,497,yes
44,2557,yes
35,2646,yes
75,3771,yes
26,1066,yes
59,1,yes
30,232,yes
36,1177,yes
39,603,yes
24,736,yes
22,129,yes
36,-115,yes
22,104,yes
34,589,yes
22,3472,yes
57,2845,yes
30,7529,yes
55,309,yes
38,0,yes
39,1672,yes
38,1711,yes
24,1295,yes
30,2046,yes
29,455,yes
25,722,yes
52,371,yes
62,997,yes
40,206,yes
76,820,yes
31,410,yes
42,1216,yes
43,11115,yes
73,796,yes
41,5037,yes
77,1780,yes
46,429,yes
35,2779,yes
26,222,yes
45,0,yes
29,1445,yes
30,655,yes
26,77,yes
63,115,yes
37,2722,yes
26,1438,yes
54,140,yes
30,915,yes
61,1058,yes
69,0,yes
76,4984,yes
30,697,yes
64,4787,yes
55,962,yes
55,1320,yes
29,2955,yes
41,0,yes
63,12067,yes
45,3006,yes
32,388,yes
41,0,yes
37,565,yes
19,329,yes
61,4243,yes
40,72,yes
30,4328,yes
54,395,yes
49,0,yes
45,205,yes
48,1730,yes
60,5,yes
34,1965,yes
29,19,yes
77,7802,yes
64,2352,yes
80,155,yes
26,401,yes
33,79,yes
41,1646,yes
28,437,yes
74,935,yes
29,2929,yes
72,2304,yes
18,348,yes
46,640,yes
37,88,yes
37,2283,yes
32,473,yes
51,0,yes
77,397,yes
35,62,yes
53,3634,yes
46,273,yes
78,3417,yes
34,133,yes
54,1624,yes
33,386,yes
23,2530,yes
34,2838,yes
32,1026,yes
54,2206,yes
40,260,yes
63,0,yes
37,2987,yes
48,1230,yes
28,2335,yes
35,8000,yes
29,-27,yes
68,1146,yes
53,1004,yes
37,197,yes
58,169,yes
37,393,yes
37,29,yes
34,920,yes
50,3608,yes
56,870,yes
57,9367,yes
29,1374,yes
75,6027,yes
24,1,yes
46,349,yes
27,39,yes
52,583,yes
38,1276,yes
33,2364,yes
53,53,yes
64,1612,yes
84,639,yes
62,3114,yes
41,1,yes
29,1070,yes
53,195,yes
30,3144,yes
37,3236,yes
78,3208,yes
47,1568,yes
61,1191,yes
46,706,yes
31,2616,yes
21,215,yes
71,3230,yes
52,726,yes
25,3713,yes
60,0,yes
30,265,yes
29,70,yes
52,388,yes
59,1727,yes
38,205,yes
33,2881,yes
31,846,yes
40,2266,yes
28,742,yes
66,2149,yes
32,344,yes
67,1430,yes
39,265,yes
46,38,yes
54,3538,yes
47,973,yes
45,1831,yes
63,641,yes
60,1047,yes
29,8103,yes
33,523,yes
48,0,yes
26,515,yes
55,8304,yes
36,1368,yes
33,272,yes
28,-46,yes
28,168,yes
31,515,yes
28,223,yes
49,228,yes
27,644,yes
28,330,yes
65,952,yes
30,1165,yes
38,0,yes
36,2823,yes
63,1490,yes
63,48,yes
28,187,yes
80,8304,yes
39,276,yes
31,147,yes
39,323,yes
30,799,yes
67,2540,yes
29,322,yes
36,495,yes
24,358,yes
30,2371,yes
21,53,yes
27,861,yes
56,602,yes
66,4041,yes
71,275,yes
26,12,yes
62,1742,yes
32,46,yes
68,2027,yes
37,3221,yes
27,1720,yes
45,2033,yes
64,3189,yes
38,2946,yes
66,1230,yes
30,572,yes
39,1435,yes
24,403,yes
49,1071,yes
34,3301,yes
46,1723,yes
32,705,yes
52,955,yes
25,303,yes
57,3287,yes
64,109,yes
33,224,yes
36,538,yes
59,5397,yes
25,1957,yes
43,774,yes
37,1188,yes
49,1167,yes
42,2611,yes
27,3145,yes
29,825,yes
37,122,yes
47,334,yes
38,623,yes
48,86,yes
55,976,yes
39,393,yes
49,293,yes
68,476,yes
45,2724,yes
67,2391,yes
60,11,yes
31,54,yes
58,3109,yes
41,3126,yes
23,488,yes
35,978,yes
33,718,yes
32,3255,yes
48,1544,yes
43,0,yes
32,4071,yes
74,29080,yes
32,12569,yes
63,2896,yes
28,196,yes
31,1027,yes
26,463,yes
31,3511,yes
39,224,yes
28,198,yes
30,0,yes
24,674,yes
32,623,yes
46,558,yes
60,259,yes
37,432,yes
48,159,yes
52,657,yes
29,1808,yes
71,392,yes
47,6651,yes
70,2795,yes
28,1414,yes
31,2666,yes
80,668,yes
29,502,yes
23,1809,yes
34,267,yes
69,2473,yes
19,372,yes
35,484,yes
38,1767,yes
32,491,yes
50,558,yes
27,337,yes
53,654,yes
35,2427,yes
43,386,yes
30,251,yes
57,1044,yes
31,2907,yes
65,828,yes
25,1857,yes
33,1962,yes
79,2787,yes
24,1123,yes
27,643,yes
36,62,yes
26,2007,yes
51,3463,yes
70,482,yes
23,1298,yes
41,5329,yes
53,6181,yes
86,1255,yes
27,132,yes
34,2733,yes
