%Base do banco modificada.
@relation Bank
@attribute 'idade' numeric
@attribute 'emprego' {'admin.', 'technician', 'services', 'management', 'retired','blue-collar', 'unemployed', 'entrepreneur', 'housemaid', 'unknown', 'self-employed', 'student'}
@attribute 'estado_civil' {'married', 'single', 'divorced'}
@attribute 'educacao' {'secondary', 'tertiary', 'primary', 'unknown'}
@attribute 'padrao' {'no', 'yes'}
@attribute 'balanco' numeric
@attribute 'moradia' {'yes', 'no'}
@attribute 'emprestimo(aluguel)' {'no', 'yes'}
@attribute 'contato' {'unknown', 'cellular', 'telephone'}
@attribute 'dia' numeric
@attribute 'mes' {'may', 'jun', 'jul', 'aug', 'oct', 'nov', 'dec', 'jan', 'feb','mar', 'apr', 'sep'}
@attribute 'duracao' numeric
@attribute 'campanha' numeric
@attribute 'dias_pagamento' numeric
@attribute 'anterior' numeric
@attribute 'recebimento' {'unknown', 'other', 'failure', 'success'}
@attribute 'deposito' {'yes', 'no'}
@data
31,management,single,tertiary,no,41,yes,no,cellular,18,aug,392,2,-1,0,unknown,no
44,technician,married,unknown,yes,-375,yes,yes,telephone,6,may,149,4,-1,0,unknown,no
28,blue-collar,single,secondary,no,-284,yes,no,unknown,12,may,162,1,-1,0,unknown,no
31,management,single,tertiary,no,0,no,no,cellular,25,aug,11,16,-1,0,unknown,no
42,blue-collar,married,unknown,no,0,no,no,unknown,26,may,270,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,2413,no,no,unknown,16,jun,64,3,-1,0,unknown,no
20,student,single,primary,no,134,no,no,cellular,12,jul,273,1,277,3,other,no
29,admin.,single,secondary,no,127,yes,yes,cellular,20,apr,314,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,-253,yes,no,cellular,12,may,89,3,-1,0,unknown,no
36,management,married,tertiary,no,659,no,no,cellular,28,aug,90,13,-1,0,unknown,no
42,housemaid,divorced,secondary,no,314,no,no,unknown,9,jun,249,2,-1,0,unknown,no
57,technician,married,secondary,no,6362,yes,yes,cellular,18,nov,66,1,-1,0,unknown,no
35,technician,single,tertiary,no,33,no,no,cellular,29,aug,300,2,-1,0,unknown,no
33,services,divorced,unknown,no,392,yes,no,cellular,15,jul,753,4,-1,0,unknown,no
37,blue-collar,married,secondary,no,454,yes,no,unknown,12,may,115,1,-1,0,unknown,no
55,blue-collar,married,unknown,no,23,no,no,cellular,30,jan,143,1,2,3,other,no
28,technician,single,secondary,no,2034,yes,no,unknown,21,may,196,1,-1,0,unknown,no
38,technician,married,secondary,no,185,no,yes,cellular,29,aug,44,16,-1,0,unknown,no
38,management,married,tertiary,no,0,yes,no,unknown,20,jun,211,2,-1,0,unknown,no
60,admin.,married,unknown,no,738,no,no,unknown,19,may,529,3,-1,0,unknown,no
55,management,married,secondary,no,0,yes,no,unknown,13,may,309,2,-1,0,unknown,no
48,technician,married,secondary,no,862,no,no,cellular,30,jul,160,2,-1,0,unknown,no
30,services,married,secondary,no,1256,yes,no,cellular,18,may,123,3,-1,0,unknown,no
31,services,married,secondary,no,371,yes,yes,cellular,17,apr,654,1,-1,0,unknown,no
25,student,single,unknown,no,2503,no,no,cellular,26,feb,100,2,-1,0,unknown,no
37,management,married,tertiary,no,393,yes,no,cellular,12,aug,62,2,104,2,success,no
26,blue-collar,married,secondary,no,557,yes,yes,unknown,27,may,282,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,61,yes,yes,unknown,23,may,208,1,-1,0,unknown,no
76,retired,married,tertiary,no,2991,no,no,cellular,25,jan,195,1,95,2,success,no
32,technician,married,secondary,no,557,yes,no,cellular,6,may,91,2,-1,0,unknown,no
52,management,married,secondary,no,173,no,no,unknown,23,may,48,5,-1,0,unknown,no
35,entrepreneur,divorced,secondary,no,80,no,no,cellular,20,aug,67,5,-1,0,unknown,no
54,unemployed,single,secondary,no,3611,yes,no,cellular,5,feb,81,1,-1,0,unknown,no
33,technician,married,tertiary,no,-482,yes,no,cellular,29,jul,90,3,-1,0,unknown,no
44,management,married,unknown,no,2982,no,no,unknown,16,jun,55,2,-1,0,unknown,no
34,admin.,single,tertiary,no,458,yes,no,unknown,20,may,211,1,-1,0,unknown,no
38,technician,single,tertiary,no,11,no,no,unknown,18,jun,78,3,-1,0,unknown,no
33,admin.,married,secondary,no,0,yes,no,cellular,17,nov,78,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,328,yes,no,unknown,20,may,132,1,-1,0,unknown,no
36,blue-collar,single,secondary,no,111,yes,no,cellular,6,may,174,3,-1,0,unknown,no
77,retired,married,primary,no,2223,no,no,telephone,10,aug,365,2,187,1,success,no
26,services,single,secondary,no,37,no,yes,cellular,2,feb,219,5,-1,0,unknown,no
33,blue-collar,single,primary,yes,-15,no,yes,cellular,7,jul,326,2,-1,0,unknown,no
45,management,married,unknown,no,9051,yes,no,unknown,19,may,124,63,-1,0,unknown,no
55,technician,divorced,secondary,yes,284,yes,no,cellular,7,aug,78,2,-1,0,unknown,no
55,admin.,married,secondary,no,183,yes,no,unknown,6,may,150,1,-1,0,unknown,no
35,management,married,tertiary,no,109,no,yes,cellular,21,aug,257,2,-1,0,unknown,no
28,admin.,married,secondary,no,934,yes,no,unknown,4,jul,53,2,-1,0,unknown,no
55,blue-collar,married,secondary,no,93,no,yes,cellular,28,jan,111,1,-1,0,unknown,no
37,blue-collar,divorced,secondary,no,811,yes,yes,cellular,6,apr,185,3,-1,0,unknown,no
35,management,married,tertiary,no,753,no,no,cellular,27,aug,111,9,-1,0,unknown,no
33,technician,single,tertiary,no,538,yes,no,unknown,29,may,359,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,1098,yes,no,unknown,26,may,19,17,-1,0,unknown,no
30,technician,single,tertiary,no,3086,yes,no,cellular,7,may,84,3,168,1,failure,no
35,blue-collar,married,secondary,no,2054,yes,no,unknown,20,may,447,1,-1,0,unknown,no
49,admin.,married,secondary,no,2501,yes,no,unknown,30,may,50,2,-1,0,unknown,no
26,services,single,secondary,no,209,yes,no,cellular,22,jul,319,2,-1,0,unknown,no
26,blue-collar,single,secondary,no,972,yes,no,unknown,20,may,177,10,-1,0,unknown,no
31,unknown,married,secondary,no,3,no,no,cellular,20,jul,91,2,-1,0,unknown,no
38,admin.,married,secondary,no,326,yes,no,cellular,17,apr,69,2,-1,0,unknown,no
54,technician,married,secondary,no,3323,yes,yes,cellular,8,apr,59,3,-1,0,unknown,no
50,blue-collar,married,primary,no,4121,yes,yes,cellular,20,nov,177,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,13849,yes,no,unknown,23,may,252,5,-1,0,unknown,no
29,blue-collar,married,primary,no,630,yes,no,cellular,30,jul,219,5,-1,0,unknown,no
35,blue-collar,married,primary,no,624,yes,no,unknown,7,may,163,1,-1,0,unknown,no
36,technician,single,secondary,no,7503,yes,no,telephone,5,may,193,1,335,1,failure,no
57,blue-collar,married,primary,no,0,no,no,unknown,9,jun,73,2,-1,0,unknown,no
72,retired,married,secondary,no,2850,no,no,cellular,16,oct,131,2,241,1,success,no
27,student,single,secondary,no,672,no,no,cellular,18,mar,236,2,-1,0,unknown,no
48,blue-collar,married,primary,no,492,no,yes,cellular,21,aug,139,2,-1,0,unknown,no
30,technician,single,secondary,no,778,yes,no,cellular,18,may,22,2,346,2,failure,no
27,blue-collar,married,primary,no,106,yes,no,unknown,30,may,150,5,-1,0,unknown,no
57,management,married,tertiary,no,4929,yes,no,telephone,31,jul,91,4,-1,0,unknown,no
38,management,married,tertiary,no,0,no,no,cellular,24,sep,246,12,197,6,failure,no
47,technician,married,tertiary,no,545,yes,no,cellular,12,aug,588,3,-1,0,unknown,no
57,services,married,primary,no,1728,yes,no,telephone,16,jul,164,1,-1,0,unknown,no
43,blue-collar,married,primary,no,1401,yes,no,unknown,12,may,195,2,-1,0,unknown,no
43,unemployed,married,secondary,no,1943,yes,no,cellular,18,nov,202,2,-1,0,unknown,no
32,management,single,tertiary,no,11,yes,yes,cellular,5,may,399,1,-1,0,unknown,no
37,entrepreneur,married,secondary,no,-170,yes,no,unknown,28,may,39,1,-1,0,unknown,no
49,blue-collar,married,primary,no,239,no,no,cellular,22,aug,90,3,-1,0,unknown,no
32,admin.,single,tertiary,no,272,yes,no,cellular,7,oct,73,2,-1,0,unknown,no
40,services,married,secondary,no,113,yes,no,unknown,4,jun,126,1,-1,0,unknown,no
43,blue-collar,married,primary,no,-120,yes,no,unknown,3,jun,46,1,-1,0,unknown,no
46,blue-collar,married,primary,no,-388,yes,yes,cellular,10,jul,207,1,-1,0,unknown,no
49,blue-collar,married,unknown,no,51,yes,no,unknown,7,may,984,1,-1,0,unknown,no
37,management,married,tertiary,no,1689,yes,no,unknown,29,may,645,2,-1,0,unknown,no
40,housemaid,divorced,secondary,no,108,no,no,unknown,9,may,93,1,-1,0,unknown,no
56,management,married,tertiary,no,25290,no,no,cellular,31,jul,81,12,-1,0,unknown,no
30,blue-collar,divorced,primary,no,1,yes,no,unknown,6,jun,63,9,-1,0,unknown,no
40,blue-collar,married,primary,no,-22,yes,no,unknown,19,may,84,3,-1,0,unknown,no
29,admin.,married,tertiary,no,167,yes,yes,cellular,13,oct,357,2,237,2,failure,no
37,blue-collar,married,primary,no,1796,yes,yes,cellular,17,apr,232,2,-1,0,unknown,no
38,self-employed,single,secondary,no,677,yes,no,cellular,14,may,114,2,-1,0,unknown,no
28,technician,single,secondary,no,593,yes,no,unknown,19,jun,202,1,-1,0,unknown,no
40,services,single,secondary,no,316,no,no,unknown,11,jun,122,5,-1,0,unknown,no
58,admin.,married,secondary,no,855,no,no,cellular,14,aug,81,2,-1,0,unknown,no
41,management,married,secondary,no,3096,yes,no,cellular,24,jul,273,6,-1,0,unknown,no
55,blue-collar,single,tertiary,no,325,yes,no,unknown,8,may,693,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,1023,yes,no,cellular,13,may,64,5,336,11,other,no
40,unemployed,divorced,secondary,no,991,yes,no,unknown,12,jun,316,2,-1,0,unknown,no
27,technician,married,secondary,no,876,yes,no,cellular,18,may,268,1,355,1,failure,no
52,blue-collar,married,primary,no,1271,no,no,cellular,18,aug,131,3,-1,0,unknown,no
31,technician,married,tertiary,no,165,no,no,cellular,15,may,218,4,-1,0,unknown,no
30,self-employed,single,tertiary,no,578,yes,no,unknown,2,jun,142,4,-1,0,unknown,no
59,technician,divorced,secondary,no,2595,yes,no,cellular,29,aug,398,2,-1,0,unknown,no
47,management,divorced,tertiary,no,8226,yes,no,cellular,30,jul,137,2,-1,0,unknown,no
57,management,married,secondary,no,657,yes,no,telephone,11,may,20,5,-1,0,unknown,no
43,management,married,tertiary,no,0,yes,no,cellular,21,jul,474,1,-1,0,unknown,no
38,management,married,tertiary,no,1875,no,no,cellular,17,nov,286,1,-1,0,unknown,no
27,self-employed,married,secondary,yes,254,yes,yes,cellular,29,jan,194,1,188,1,failure,no
46,admin.,married,secondary,no,1252,yes,yes,cellular,17,nov,59,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,790,yes,no,unknown,29,may,356,2,-1,0,unknown,no
51,management,married,tertiary,no,656,yes,no,cellular,25,jul,268,2,-1,0,unknown,no
42,admin.,married,secondary,no,329,no,no,cellular,19,aug,347,3,-1,0,unknown,no
42,services,divorced,secondary,no,83,no,no,cellular,13,may,300,5,358,6,failure,no
38,self-employed,married,secondary,no,138,no,no,unknown,9,may,182,3,-1,0,unknown,no
43,blue-collar,married,primary,no,0,yes,no,unknown,20,may,592,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,39,no,no,cellular,18,jul,138,3,-1,0,unknown,no
28,blue-collar,single,primary,no,426,yes,no,cellular,18,may,953,3,-1,0,unknown,no
43,management,divorced,secondary,no,693,yes,no,unknown,5,may,124,3,-1,0,unknown,no
55,blue-collar,married,secondary,no,2854,yes,no,cellular,7,may,312,1,-1,0,unknown,no
32,management,divorced,tertiary,no,787,yes,no,cellular,11,aug,72,2,-1,0,unknown,no
49,blue-collar,married,secondary,no,102,no,no,cellular,29,aug,210,2,-1,0,unknown,no
48,unemployed,married,secondary,no,855,yes,no,unknown,9,may,241,2,-1,0,unknown,no
30,management,single,tertiary,no,1675,no,no,cellular,4,sep,181,1,-1,0,unknown,no
43,admin.,married,secondary,no,1996,no,yes,cellular,31,jul,34,3,-1,0,unknown,no
42,technician,married,secondary,no,473,yes,no,cellular,7,jul,216,5,-1,0,unknown,no
30,technician,single,tertiary,no,1,no,no,cellular,20,aug,88,2,-1,0,unknown,no
31,management,married,secondary,no,1064,no,no,telephone,20,nov,60,1,-1,0,unknown,no
33,self-employed,married,secondary,no,215,yes,no,cellular,29,jul,543,12,-1,0,unknown,no
46,blue-collar,divorced,secondary,no,138,no,no,cellular,19,nov,277,1,-1,0,unknown,no
38,technician,single,tertiary,no,221,no,no,cellular,20,aug,79,3,-1,0,unknown,no
53,management,single,tertiary,no,720,yes,no,unknown,17,nov,99,1,-1,0,unknown,no
45,management,divorced,secondary,no,51,yes,no,cellular,31,jul,67,8,-1,0,unknown,no
56,blue-collar,married,primary,no,0,no,no,cellular,7,aug,152,6,-1,0,unknown,no
33,entrepreneur,married,tertiary,no,606,yes,no,cellular,2,feb,194,1,-1,0,unknown,no
28,technician,single,secondary,no,6551,no,no,cellular,26,may,362,1,77,1,failure,no
39,blue-collar,divorced,primary,yes,-294,yes,no,unknown,5,jun,181,2,-1,0,unknown,no
38,student,single,unknown,no,64,no,no,cellular,6,aug,789,1,-1,0,unknown,no
32,management,married,tertiary,no,169,no,yes,cellular,20,aug,119,2,-1,0,unknown,no
52,blue-collar,married,primary,no,230,yes,no,cellular,6,may,198,2,170,2,failure,no
29,technician,single,tertiary,no,2485,no,no,telephone,24,jul,48,6,-1,0,unknown,no
29,admin.,single,secondary,no,209,no,no,cellular,5,feb,605,2,-1,0,unknown,no
33,management,married,tertiary,no,71,no,no,cellular,16,nov,136,1,287,1,failure,no
46,self-employed,married,tertiary,no,137,yes,yes,unknown,5,may,246,1,-1,0,unknown,no
36,management,married,tertiary,no,2547,no,no,cellular,31,jul,292,1,-1,0,unknown,no
35,entrepreneur,single,tertiary,no,1800,yes,no,unknown,5,jun,53,1,-1,0,unknown,no
39,admin.,single,secondary,no,6512,no,no,unknown,20,jun,16,6,-1,0,unknown,no
56,technician,married,tertiary,no,1476,no,no,telephone,31,jul,40,3,-1,0,unknown,no
42,technician,married,secondary,no,534,no,no,cellular,5,aug,314,1,-1,0,unknown,no
44,admin.,married,secondary,no,1696,no,no,unknown,16,jun,139,3,-1,0,unknown,no
50,admin.,married,secondary,no,219,yes,no,cellular,15,jul,419,7,-1,0,unknown,no
46,blue-collar,married,primary,no,557,no,no,unknown,18,jun,89,1,-1,0,unknown,no
50,management,single,unknown,no,1277,no,no,cellular,4,may,63,1,-1,0,unknown,no
48,admin.,married,secondary,no,-30,yes,no,cellular,7,may,133,1,-1,0,unknown,no
39,technician,single,secondary,no,175,no,yes,unknown,16,jun,757,2,-1,0,unknown,no
26,admin.,married,secondary,no,1595,no,no,cellular,2,mar,54,1,-1,0,unknown,no
32,technician,single,tertiary,no,723,no,no,cellular,28,aug,68,27,-1,0,unknown,no
36,services,married,secondary,no,297,yes,yes,cellular,15,jul,157,5,-1,0,unknown,no
56,management,divorced,tertiary,no,310,no,no,unknown,20,jun,75,4,-1,0,unknown,no
30,blue-collar,single,secondary,no,1012,yes,no,cellular,17,apr,22,3,329,1,failure,no
39,self-employed,divorced,secondary,yes,-103,no,yes,unknown,5,jun,210,3,-1,0,unknown,no
33,management,married,tertiary,no,621,no,no,cellular,12,aug,913,5,-1,0,unknown,no
43,blue-collar,single,primary,no,548,yes,no,unknown,7,may,98,1,-1,0,unknown,no
32,services,single,secondary,no,182,yes,no,cellular,6,may,145,1,-1,0,unknown,no
27,blue-collar,single,secondary,no,484,yes,no,cellular,15,apr,309,2,-1,0,unknown,no
46,admin.,divorced,secondary,no,1342,yes,no,cellular,4,feb,135,1,-1,0,unknown,no
42,technician,single,secondary,no,0,yes,no,unknown,6,may,293,1,-1,0,unknown,no
43,self-employed,married,primary,no,66,yes,no,unknown,7,may,175,5,-1,0,unknown,no
59,retired,divorced,secondary,no,21,yes,no,telephone,19,nov,121,2,-1,0,unknown,no
44,services,divorced,secondary,no,608,yes,yes,unknown,18,jun,19,30,-1,0,unknown,no
31,blue-collar,married,secondary,no,5345,yes,no,cellular,18,nov,260,1,-1,0,unknown,no
26,unemployed,single,secondary,no,461,no,no,cellular,28,jan,214,1,-1,0,unknown,no
51,services,married,unknown,no,5801,yes,no,unknown,29,may,147,2,-1,0,unknown,no
24,admin.,married,secondary,no,0,yes,no,cellular,16,apr,284,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,78,no,no,telephone,28,jan,43,1,-1,0,unknown,no
54,management,married,tertiary,no,-1415,yes,yes,cellular,17,nov,135,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,30,yes,no,unknown,11,jun,172,14,-1,0,unknown,no
33,services,single,secondary,no,100,yes,no,cellular,14,may,11,8,297,7,other,no
42,housemaid,married,primary,no,1371,no,no,unknown,18,jun,125,8,-1,0,unknown,no
33,management,married,tertiary,no,62,yes,no,cellular,2,feb,102,1,264,1,failure,no
40,admin.,single,tertiary,no,1005,yes,no,cellular,21,jul,449,1,-1,0,unknown,no
46,admin.,married,secondary,no,517,yes,no,cellular,5,may,29,3,-1,0,unknown,no
33,management,married,tertiary,no,0,no,no,cellular,29,aug,60,2,-1,0,unknown,no
56,management,divorced,tertiary,no,382,no,no,cellular,19,nov,117,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,468,yes,no,unknown,8,may,101,2,-1,0,unknown,no
35,management,married,tertiary,no,178,no,no,cellular,14,aug,76,2,-1,0,unknown,no
32,technician,divorced,secondary,no,211,yes,yes,unknown,29,may,230,4,-1,0,unknown,no
51,management,married,primary,yes,57,yes,yes,unknown,8,may,61,1,-1,0,unknown,no
33,entrepreneur,married,tertiary,no,114,no,yes,cellular,28,jul,57,3,-1,0,unknown,no
31,technician,single,secondary,no,1222,yes,no,cellular,20,apr,186,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,1660,yes,no,cellular,20,apr,342,1,-1,0,unknown,no
49,blue-collar,divorced,primary,no,-9,yes,yes,unknown,5,may,389,1,-1,0,unknown,no
43,technician,divorced,secondary,no,0,yes,no,cellular,5,may,150,2,342,2,failure,no
40,management,married,tertiary,no,30,yes,no,cellular,28,jul,609,6,-1,0,unknown,no
27,blue-collar,married,secondary,no,0,yes,no,cellular,17,jul,444,6,-1,0,unknown,no
33,management,single,tertiary,no,369,no,no,cellular,25,aug,143,10,-1,0,unknown,no
47,technician,married,secondary,no,1571,yes,no,cellular,11,may,261,1,369,2,failure,no
59,housemaid,married,primary,no,-187,yes,no,telephone,21,jul,118,7,-1,0,unknown,no
52,technician,married,secondary,no,0,yes,no,cellular,1,jun,144,1,83,1,failure,no
35,admin.,married,secondary,no,-257,no,no,cellular,28,jan,117,3,-1,0,unknown,no
32,services,single,secondary,no,2459,yes,yes,unknown,23,may,162,1,-1,0,unknown,no
49,blue-collar,married,secondary,no,1219,yes,no,cellular,26,aug,168,5,-1,0,unknown,no
54,entrepreneur,divorced,tertiary,no,5784,no,no,cellular,21,nov,75,5,-1,0,unknown,no
30,management,single,tertiary,no,162,yes,no,unknown,20,may,186,4,-1,0,unknown,no
33,management,single,tertiary,no,1909,no,no,cellular,8,aug,191,2,-1,0,unknown,no
50,admin.,married,secondary,no,-195,no,no,cellular,22,aug,119,4,-1,0,unknown,no
40,services,divorced,primary,no,4,yes,no,cellular,7,may,171,2,-1,0,unknown,no
38,entrepreneur,married,primary,no,350,yes,no,cellular,8,may,75,1,-1,0,unknown,no
34,housemaid,married,primary,no,87,yes,no,unknown,15,may,139,2,-1,0,unknown,no
33,blue-collar,single,primary,no,777,no,no,cellular,7,jul,263,1,-1,0,unknown,no
41,blue-collar,married,primary,no,3140,yes,no,unknown,13,may,87,9,-1,0,unknown,no
30,services,single,secondary,no,1510,yes,no,cellular,18,nov,191,1,-1,0,unknown,no
45,blue-collar,divorced,secondary,no,756,yes,no,unknown,6,may,179,2,-1,0,unknown,no
28,management,single,tertiary,no,1086,yes,no,unknown,29,may,128,2,-1,0,unknown,no
35,management,married,secondary,no,339,yes,no,unknown,23,may,317,1,-1,0,unknown,no
31,services,single,secondary,no,205,yes,no,cellular,15,apr,465,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,2717,yes,yes,cellular,24,jul,559,2,-1,0,unknown,no
32,blue-collar,single,secondary,no,138,yes,no,cellular,15,may,215,2,-1,0,unknown,no
34,self-employed,single,tertiary,no,1943,yes,no,cellular,16,apr,478,2,-1,0,unknown,no
26,technician,married,secondary,no,744,no,no,cellular,15,apr,609,1,-1,0,unknown,no
29,blue-collar,married,primary,no,79,yes,no,unknown,27,may,22,2,-1,0,unknown,no
49,technician,married,secondary,no,2400,no,no,cellular,21,oct,262,3,-1,0,unknown,no
30,admin.,divorced,secondary,no,419,no,no,cellular,3,sep,72,2,-1,0,unknown,no
44,self-employed,married,primary,no,414,yes,no,cellular,4,feb,138,1,272,2,other,no
42,technician,married,secondary,no,27,no,no,cellular,14,aug,259,4,-1,0,unknown,no
35,technician,divorced,secondary,no,2823,yes,no,cellular,2,feb,229,1,-1,0,unknown,no
39,management,divorced,tertiary,no,4692,yes,no,telephone,19,nov,214,2,174,2,success,no
34,self-employed,single,secondary,no,1261,yes,no,cellular,9,apr,169,2,-1,0,unknown,no
58,technician,married,secondary,no,0,yes,no,cellular,15,jul,53,1,-1,0,unknown,no
35,admin.,divorced,secondary,no,0,no,no,cellular,30,jul,186,6,-1,0,unknown,no
32,technician,single,secondary,no,483,yes,yes,cellular,18,may,35,6,-1,0,unknown,no
31,technician,married,secondary,no,7369,no,no,cellular,19,aug,204,4,-1,0,unknown,no
41,services,married,secondary,no,804,yes,no,unknown,20,may,127,8,-1,0,unknown,no
39,management,single,secondary,no,2644,no,no,cellular,19,aug,192,7,-1,0,unknown,no
39,blue-collar,single,secondary,no,175,no,no,cellular,12,may,17,1,365,2,other,no
38,blue-collar,married,secondary,no,0,no,no,unknown,20,jun,152,5,-1,0,unknown,no
46,admin.,single,secondary,no,272,no,no,cellular,31,jul,149,4,-1,0,unknown,no
54,unemployed,single,tertiary,no,252,yes,no,cellular,21,jul,101,1,-1,0,unknown,no
34,technician,married,unknown,no,4053,yes,no,unknown,23,may,123,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,2158,no,no,cellular,10,jul,277,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,299,yes,no,cellular,15,jul,180,4,-1,0,unknown,no
30,technician,single,primary,no,2731,yes,no,cellular,14,apr,314,1,-1,0,unknown,no
37,services,single,secondary,no,50,no,no,cellular,19,nov,244,1,154,8,other,no
34,admin.,married,secondary,no,36,no,no,cellular,22,aug,192,6,-1,0,unknown,no
66,admin.,divorced,secondary,no,220,no,no,cellular,28,aug,283,1,-1,0,unknown,no
30,services,single,primary,no,5746,yes,no,telephone,20,nov,125,2,-1,0,unknown,no
59,housemaid,divorced,tertiary,no,0,no,no,cellular,20,apr,379,1,332,2,other,no
56,management,married,secondary,no,238,yes,no,cellular,19,nov,808,1,-1,0,unknown,no
25,blue-collar,single,secondary,no,76,no,yes,cellular,28,jul,50,4,-1,0,unknown,no
36,blue-collar,married,primary,no,679,yes,yes,cellular,13,may,115,1,-1,0,unknown,no
33,blue-collar,single,primary,no,1390,yes,no,unknown,21,may,192,1,-1,0,unknown,no
30,technician,married,secondary,no,418,yes,no,unknown,3,jun,112,1,-1,0,unknown,no
29,blue-collar,single,secondary,no,2891,yes,no,cellular,7,may,293,1,-1,0,unknown,no
52,services,married,secondary,no,497,yes,no,telephone,15,jul,265,5,-1,0,unknown,no
54,blue-collar,married,primary,no,2933,yes,no,unknown,15,may,144,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,948,yes,no,unknown,9,may,455,1,-1,0,unknown,no
58,self-employed,married,secondary,no,0,yes,no,unknown,15,may,272,9,-1,0,unknown,no
23,blue-collar,single,secondary,no,0,yes,no,cellular,8,may,6,5,350,2,failure,no
49,entrepreneur,married,secondary,no,687,no,no,cellular,18,aug,65,6,-1,0,unknown,no
47,management,single,tertiary,no,-230,no,no,cellular,4,feb,293,1,-1,0,unknown,no
73,retired,married,tertiary,no,2575,no,no,cellular,17,aug,152,1,-1,0,unknown,no
44,technician,married,secondary,no,7649,no,no,cellular,20,aug,188,6,-1,0,unknown,no
29,blue-collar,married,primary,no,59,yes,yes,cellular,29,jul,665,4,-1,0,unknown,no
48,technician,married,secondary,no,23495,no,no,cellular,22,aug,63,8,-1,0,unknown,no
35,technician,single,secondary,no,365,yes,no,unknown,8,may,256,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,97,no,yes,cellular,8,jul,212,2,-1,0,unknown,no
40,entrepreneur,single,secondary,no,5,no,yes,cellular,15,jul,117,3,-1,0,unknown,no
57,blue-collar,single,primary,no,739,yes,no,cellular,14,may,172,2,364,1,failure,no
43,housemaid,married,secondary,no,-177,yes,no,unknown,21,may,172,2,-1,0,unknown,no
31,blue-collar,married,primary,no,-454,yes,yes,unknown,28,may,861,2,-1,0,unknown,no
51,management,divorced,tertiary,no,1267,yes,no,unknown,30,may,254,2,-1,0,unknown,no
52,unemployed,married,secondary,no,1639,no,no,cellular,8,aug,93,1,-1,0,unknown,no
31,services,single,secondary,no,900,yes,no,cellular,9,apr,221,2,140,6,failure,no
26,services,single,secondary,no,-481,yes,yes,cellular,6,may,595,5,-1,0,unknown,no
36,services,single,secondary,no,528,no,no,cellular,3,feb,225,2,-1,0,unknown,no
43,technician,single,secondary,no,34,no,no,telephone,30,jul,29,1,-1,0,unknown,no
32,admin.,single,secondary,no,223,yes,yes,unknown,27,may,236,4,-1,0,unknown,no
26,technician,single,secondary,no,218,yes,no,unknown,27,may,436,1,-1,0,unknown,no
25,services,single,tertiary,no,130,yes,no,cellular,16,jul,49,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,1156,yes,no,unknown,23,may,234,2,-1,0,unknown,no
30,management,married,tertiary,no,314,no,no,cellular,19,nov,364,2,175,2,success,no
35,admin.,single,tertiary,no,1374,yes,no,cellular,15,may,319,1,-1,0,unknown,no
42,admin.,single,unknown,no,22,no,no,unknown,19,jun,246,3,-1,0,unknown,no
53,entrepreneur,married,tertiary,no,1129,no,yes,cellular,28,jul,241,8,-1,0,unknown,no
52,services,divorced,primary,no,130,yes,no,unknown,29,may,103,2,-1,0,unknown,no
35,management,single,secondary,yes,-202,yes,no,unknown,20,may,268,3,-1,0,unknown,no
29,management,single,secondary,no,293,yes,no,unknown,28,may,188,2,-1,0,unknown,no
43,management,married,unknown,no,275,no,no,cellular,9,apr,109,2,339,2,failure,no
81,retired,divorced,unknown,no,9224,no,no,telephone,9,nov,235,2,-1,0,unknown,no
35,technician,divorced,secondary,no,515,yes,yes,cellular,29,aug,114,3,-1,0,unknown,no
36,services,single,secondary,no,760,no,no,unknown,20,jun,9,13,-1,0,unknown,no
76,retired,married,secondary,no,2302,no,no,telephone,5,feb,110,1,87,2,failure,no
44,services,divorced,secondary,no,-389,yes,yes,unknown,5,jun,52,1,-1,0,unknown,no
38,services,married,secondary,no,133,yes,no,unknown,27,may,267,1,-1,0,unknown,no
37,technician,married,secondary,no,1580,no,no,cellular,22,aug,92,12,-1,0,unknown,no
41,blue-collar,married,secondary,no,1020,yes,no,unknown,29,may,276,1,-1,0,unknown,no
49,blue-collar,married,secondary,no,298,yes,no,cellular,3,feb,392,3,-1,0,unknown,no
53,management,married,primary,no,13901,yes,no,cellular,21,nov,59,1,-1,0,unknown,no
34,technician,married,secondary,no,563,yes,yes,cellular,29,aug,32,15,-1,0,unknown,no
